Column1,Name,Description,Type,Reference,Sports,Spiritual,
94,Blue Devils United,"Blue Devils United (BDU) is Duke Universityâs undergraduate organization for LGBTQ+ affairs. We seek to promote intersectionality and acceptance through education, programming, conferences, and community engagement. Our education and advocacy seek to create a student body that is more welcoming and aware of queer bodies, with a particular emphasis on the experiences of queer and trans people of color. Our social programming provides a safe space for LGBTQ undergraduates to build support systems and celebrate their queer identities. We also strive to consistently engage and collaborate with other affinity groups and positive communities both inside and outside of Duke.",Group,http://www.bluedevilsunited.co/,0,0,
95,Biomedical Engineering Society,"The Mission of the BMES is to build and support the biomedical engineering community, locally, nationally and internationally, with activities designed to communicate recent advances, discoveries, and inventions; promote education and professional development; and integrate the perspectives of the academic, medical, governmental, and business sectors.",Group,http://www.bmes.pratt.duke.edu/,0,0,
96,Camp Kesem Duke,"Camp Kesem is a weeklong, sleep-away camp for children aged 6-18 whose parent or guardian has (or have had) cancer.  It is free for the campers and is designed to provide a week of support and community for Camp Kesem campers. In addition to camp, we offer support to families throughout the year in the form of birthday and anniversary cards, virtual meetings, one in-person event for camper families each semester, and connection to resources. The Kesem chapter at Duke University, is one of the largest of 137 chapters nationwide committed to serving children affected by a parentâs cancer diagnosis.",Group,http://www.campkesem.org/northcarolina,0,0,
97,Duke Catholic Center (Undergraduate Students),"The Duke Catholic Center is a spiritual home for students at Duke University. We seek to create a welcoming Catholic community grounded in the Eucharist, intellectual growth in faith, social justice, and the nurturing of leaders.",Group,http://www.catholic.duke.edu/,0,1,
98,Chabad Student Group,"The primary purpose of the Chabad Student Group is to provide living Judaism to the students at the Duke University within the framework of traditional Judaism. Our objectives include but are not limited to: educational, ritual, and social activities, in addition to counseling and spiritual guidance to individual students.  Our organization is based on Chassidic philosophy, as taught locally by the Chabad Jewish Center directed by Rabbi Zalman &amp; Yehudis Bluming.  Our philosophy states that every Jew deserves an equal opportunity to experience and enjoy their heritage.  All programs and events of the Chabad Student Group are within the framework of Halachah, Jewish law, as transmitted by the Rabbis throughout the generations dating back to Moses who received the Torah at Mount Sinai.  These goals shall be achieved through weekly Torah (Bible) classes, monthly women's programs, lectures on various Jewish issues, and speakers for religious and cultural events.  We will also provide Shabbat and Holiday services, Glatt (the highest Kosher standard) Kosher dinners, Holiday programs, and Shabbatons (unique weekends).  This organization shall not be for profit and non-commercial in nature.",Group,http://www.chabadatdukeug.com/,0,1,
99,Duke Chapel,"To know about it, reach out to people from the reference link.",Group,http://www.chapel.duke.edu/,0,0,
100,Coalition for Preserving Memory,The mission of CPM is to raise awareness of 20th- and 21st-century genocides and mass atrocities in the Duke and Durham communities and to foster a sense of commitment to making ânever againâ a reality along with this objective.,Group,http://www.coalitionforpreservingmemory.com/,0,0,
101,Duke Interdisciplinary Social Innovators,"The mission of Duke Interdisciplinary Student Innovators is to create a dynamic,",Group,http://www.disiduke.org/,0,0,
102,duARTS,"duARTS aims to make the arts an integral part of the Duke undergraduate experience by promoting student arts events and media on campus and in Durham by fostering a creative, collaborative, diverse, and accessible community of students engaged in the arts. To this end, duARTS seeks to create an active network of connections among student artists and student arts groups, both within and across disciplines, and to reap the benefits of those connections: specifically, to provide student artists with access to joint marketing resources, to aid groups in seeking out collaborative opportunities and strategies, and to create a unified voice and image for Duke undergraduate arts as a whole, which may then interact with other campus organizations, the administration itself, and the student body as a whole.",Group,http://www.duarts.org/,0,0,
103,CHANCE Tutoring,CHANCE offers free tutoring services to local Durham students in middle school and high school.  The group does this through special pairing of pre-collegiate students having particular academic needs with Duke students who have experience in those academic areas.  All student tutors seek to share a knowledge that the tutees will retain long after each session.  This knowledge goes beyond simple problems and is targeted towards understanding underlying concepts as much as possible.  CHANCE tutors form relationships with tutees.  This relationship often fosters a growing passion to learn and eventually the middle school and high school students gain a higher awareness of their scholastic endeavors through our efforts.,Group,http://www.duke.edu/web/chance/,0,0,
104,Environmental Alliance,"Environmental Alliance is a community of Duke students who care deeply about promoting climate action and sustainability on Dukeâs campus. We host the production of the student podcast Operation Climate and plan an annual campus-wide Earthfest, in addition to generally conducting event programming, advocacy, and community activities around the environment.",Group,http://www.duke.edu/web/env_alliance/,0,0,
105,Students of the Caribbean Association,The mission of SOCA is to explore the depths of the rich and shifting cultures of the West Indies. SOCA seeks to accomplish this mission by providing a space for the Duke community to celebrate and learn more about Caribbean culture.,Group,http://www.duke.edu/web/soca/,0,0,
106,Tau Beta Pi,Tau Beta Pi is The Engineering Honor Society that represents engineers of all disciplines. We have been maintaining integrity and excellence since founded at Lehigh University in 1885. It's invitation only.,Group,http://www.duke.edu/web/TBPi/,0,0,
107,Duke Players,"Duke Players is the student-run branch of the Theater Studies Department dedicated to providing students with opportunities to act, direct, or work backstage outside of a Theater Studies Mainstage Production.",Group,http://www.duke.edu/web/theaterstudies/splays/dplayers.html,0,0,
